Time (s),Fig3A(Mi9-On),Fig3A(Tm3-On),Fig3A(Mi1-On),Fig3A(Mi4-On),Fig3A(C3-On),Fig3A(Mi9-Off),Fig3A(Tm3-Off),Fig3A(Mi1-Off),Fig3A(Mi4-Off),Fig3A(C3-Off),Fig2A(Tm3-On-1),Fig2A(Mi1-On-1),Fig2A(Tm3-On-2),Fig2A(Mi1-On-2),Fig2A(Tm3-On-3),Fig2A(Mi1-On-3),Fig2B(Tm1-Off-1),Fig2B(Tm2-Off-1),Fig2B(Tm1-Off-2),Fig2B(Tm2-Off-2),Fig2B(Tm1-Off-3),Fig2B(Tm2-Off-3),Fig4b(Mi1-on),Fig4b(Tm1-on),Fig3c(Tm9-Off)Direct,Fig3c(Tm9-Off)Invert,Fig3b(Mi1-on),Fig4b(Tm1-off),Fig4b(Tm2-off),Fig4b(Tm3-off) ,FigS6(T2-flash),FigS5(T3-flash),Fig4a(T2-both),Fig4a(T3-both)
4.4,-0.058537453,1.7092009,0.9333136,2.671812,0.26261076,0.9849463,0.7699276,0.2855258,0.7239796,0.5240521,0.8248663,0.32016116,0.8248617,0.32015568,0.82486635,0.32016113,0.35724968,0.15265025,0.35725048,0.15265961,0.35724968,0.15265034,0.8409332,0.24949735,0.3879773,0.38797736,,,,,,,,
4.41,-0.09752414,1.7322998,0.92020714,2.7096677,0.26036704,0.9782095,0.7784683,0.29079145,0.7388442,0.5255975,0.8248663,0.3201612,0.8248619,0.32015598,0.82486635,0.32016113,0.35724968,0.15265027,0.35725045,0.15265916,0.35724968,0.15265033,0.8409332,0.24949735,0.387678,0.38767803,,,,,,,,
4.420000000000001,-0.1233131,1.7392493,0.9019481,2.7120032,0.2578193,0.97329193,0.7861282,0.29468754,0.7508688,0.52674276,0.8248663,0.3201612,0.82486206,0.32015616,0.8248663,0.3201611,0.35724968,0.15265028,0.35725042,0.15265875,0.35724968,0.1526503,0.84093326,0.24949735,0.3874274,0.38742742,,,,,,,,
4.430000000000001,-0.13303785,1.7334374,0.88374954,2.6882336,0.25513655,0.9696538,0.7923274,0.2974681,0.7602941,0.5276053,0.8248663,0.3201611,0.82486224,0.32015637,0.8248663,0.32016116,0.35724968,0.15265025,0.3572504,0.15265834,0.35724968,0.1526503,0.8409332,0.24949735,0.38722095,0.38722098,,,,,,,,
4.44,-0.12720028,1.719615,0.86865777,2.649941,0.25249568,0.96697646,0.79704165,0.29954657,0.76752573,0.5282748,0.8248663,0.32016107,0.8248624,0.32015663,0.8248663,0.32016122,0.35724968,0.15265027,0.35725036,0.15265799,0.35724968,0.1526503,0.8409332,0.24949735,0.38705224,0.38705227,,,,,,,,
4.45,-0.108948596,1.7022352,0.85792035,2.6079547,0.2500354,0.9650606,0.80056804,0.30126616,0.77304643,0.5288257,0.8248663,0.32016113,0.8248626,0.32015684,0.8248663,0.32016122,0.35724968,0.15265027,0.35725033,0.15265764,0.35724968,0.1526503,0.8409332,0.24949735,0.38691223,0.38691226,,,,,,,,
4.460000000000001,-0.08287748,1.6847267,0.8515361,2.5705621,0.24783646,0.96373606,0.80328625,0.30283386,0.77731776,0.5293181,0.8248663,0.32016107,0.8248628,0.32015705,0.8248663,0.3201612,0.35724968,0.15265028,0.3572503,0.15265729,0.35724968,0.1526503,0.8409332,0.24949735,0.3867931,0.38679314,,,,,,,,
4.470000000000001,-0.05382049,1.6692992,0.8486455,2.5428731,0.2459204,0.96282756,0.80551505,0.3043507,0.780719,0.52979654,0.8248663,0.32016104,0.82486296,0.3201572,0.8248663,0.3201612,0.35724968,0.15265028,0.35725027,0.15265693,0.35724968,0.15265033,0.84093326,0.24949735,0.3866877,0.38668773,,,,,,,,
4.48,-0.02620408,1.6568515,0.8481209,2.5268483,0.24426176,0.9621647,0.8074719,0.30584967,0.7835276,0.53028977,0.82486635,0.32016113,0.82486314,0.32015744,0.8248663,0.3201612,0.35724968,0.15265025,0.35725024,0.15265663,0.35724968,0.15265031,0.8409332,0.24949735,0.38659057,0.38659057,,,,,,,,
4.49,-0.0031459946,1.6474289,0.84881896,2.52162,0.24280794,0.96160483,0.8092813,0.30732813,0.78592825,0.5308124,0.82486635,0.32016113,0.8248633,0.32015765,0.8248663,0.32016122,0.35724968,0.1526503,0.3572502,0.1526563,0.35724968,0.15265031,0.8409331,0.24949735,0.38649982,0.38649982,,,,,,,,
4.500000000000001,0.014123376,1.6407523,0.84980685,2.5247562,0.24149743,0.96104854,0.8110017,0.30876935,0.7880314,0.5313679,0.82486635,0.3201612,0.82486343,0.32015774,0.8248663,0.3201612,0.35724968,0.15265028,0.35725018,0.15265603,0.35724968,0.15265031,0.84093314,0.24949735,0.3864178,0.3864178,,,,,,,,
4.510000000000001,0.025660189,1.6363257,0.8493803,2.5273817,0.2402725,0.96044254,0.8126707,0.3101539,0.7898918,0.5319519,0.82486635,0.32016113,0.82486355,0.32015792,0.8248663,0.3201612,0.35724968,0.15265027,0.35725015,0.15265577,0.35724968,0.15265031,0.84093314,0.24949735,0.3863491,0.38634914,,,,,,,,
4.5200000000000005,0.032015588,1.6332551,0.8483751,2.5301197,0.239098,0.9597696,0.8144696,0.3114596,0.7915294,0.5325553,0.82486635,0.3201612,0.8248637,0.3201581,0.8248663,0.32016122,0.35724968,0.15265025,0.35725012,0.15265547,0.35724968,0.15265031,0.8409332,0.24949735,0.38629803,0.38629806,,,,,,,,
4.53,0.034523036,1.6311758,0.8474328,2.5341694,0.23795529,0.9590216,0.8162325,0.3126173,0.793017,0.5331659,0.8248663,0.32016113,0.8248638,0.32015824,0.8248663,0.3201612,0.35724968,0.15265027,0.3572501,0.15265523,0.35724968,0.15265031,0.8409332,0.24949735,0.38626677,0.3862668,,,,,,,,
4.54,0.034599464,1.6299591,0.84669197,2.539675,0.2368343,0.9581879,0.81781024,0.31357056,0.79425126,0.5337663,0.8248663,0.32016116,0.8248639,0.3201584,0.8248663,0.3201612,0.35724968,0.15265028,0.3572501,0.15265498,0.35724968,0.15265031,0.8409332,0.24949735,0.38625443,0.38625446,,,,,,,,
4.550000000000001,0.033354662,1.6295017,0.84607655,2.5461292,0.23572916,0.9573218,0.819124,0.31435645,0.79514664,0.53433824,0.8248663,0.3201611,0.82486403,0.32015857,0.8248663,0.32016122,0.35724968,0.1526503,0.35725006,0.15265477,0.35724968,0.15265031,0.84093314,0.24949735,0.38624096,0.386241,,,,,,,,
4.5600000000000005,0.03155641,1.6296599,0.84547925,2.5527902,0.23463692,0.95650506,0.82017916,0.31503296,0.795677,0.5348688,0.8248663,0.3201611,0.82486415,0.32015866,0.8248663,0.3201612,0.35724968,0.1526503,0.35725006,0.15265459,0.35724968,0.15265031,0.84093314,0.24949735,0.3862246,0.3862246,,,,,,,,
4.57,0.029716056,1.6302586,0.8448324,2.5589669,0.23355754,0.9558013,0.82102484,0.31564724,0.79586536,0.5353522,0.8248663,0.32016107,0.8248642,0.32015884,0.8248663,0.32016122,0.35724968,0.15265028,0.35725003,0.15265438,0.35724968,0.15265031,0.84093314,0.24949735,0.38621312,0.38621312,,,,,,,,
4.58,0.028173584,1.6311231,0.8441066,2.5641546,0.23249364,0.95524204,0.8217204,0.31622759,0.7957664,0.5357878,0.8248663,0.32016113,0.8248643,0.32015887,0.8248663,0.32016122,0.35724968,0.15265027,0.35725003,0.1526542,0.35724968,0.15265031,0.84093314,0.24949735,0.38621166,0.38621172,,,,,,,,
4.590000000000001,0.027155096,1.6321061,0.84330887,2.5680563,0.23144998,0.95482856,0.82231563,0.31678718,0.7954526,0.5361781,0.8248663,0.3201612,0.82486445,0.32015902,0.8248663,0.32016122,0.35724968,0.15265028,0.35725,0.15265398,0.35724968,0.15265031,0.8409332,0.24949735,0.3862095,0.38620958,,,,,,,,
4.6000000000000005,0.026792986,1.6330881,0.8424614,2.5705595,0.2304327,0.95453835,0.82284266,0.31732923,0.7949976,0.53652656,0.8248663,0.32016122,0.82486457,0.3201591,0.8248663,0.32016122,0.35724968,0.1526503,0.35725,0.15265377,0.35724968,0.15265031,0.84093326,0.24949735,0.3862035,0.3862036,,,,,,,,
4.61,0.027137492,1.6339774,0.8415911,2.5716934,0.2294485,0.95433795,0.823318,0.31785238,0.7944673,0.53683645,0.8248663,0.32016116,0.8248646,0.3201592,0.8248663,0.3201612,0.35724968,0.15265031,0.35725,0.15265359,0.35724968,0.15265031,0.8409332,0.24949735,0.38619584,0.38619587,,,,,,,,
4.62,0.028165936,1.6347084,0.84072316,2.5715866,0.22850366,0.9541947,0.8237481,0.3183539,0.79391354,0.53711015,0.8248663,0.32016122,0.8248647,0.32015926,0.8248663,0.32016122,0.35724968,0.15265031,0.35724998,0.15265341,0.35724968,0.15265031,0.84093326,0.24949735,0.38618836,0.38618836,,,,,,,,
4.630000000000001,0.02979813,1.6352404,0.8398783,2.5704324,0.22760354,0.954084,0.8241348,0.3188313,0.7933728,0.53734916,0.8248663,0.32016116,0.82486475,0.32015938,0.8248663,0.3201612,0.35724968,0.15265034,0.35724998,0.15265328,0.35724968,0.15265031,0.84093326,0.24949735,0.3861886,0.3861886,,,,,,,,
4.640000000000001,0.03191852,1.6355598,0.83908045,2.5684593,0.2267522,0.95399165,0.824479,0.31928298,0.79286635,0.53755444,0.8248663,0.32016113,0.8248648,0.32015952,0.8248663,0.32016122,0.35724968,0.15265033,0.35724995,0.15265313,0.35724968,0.15265031,0.84093326,0.24949735,0.38620624,0.38620627,,,,,,,,
4.65,0.034389544,1.6356766,0.8383547,2.5659118,0.22595236,0.95391303,0.8247825,0.3197074,0.7924033,0.5377267,0.8248663,0.3201612,0.82486486,0.3201596,0.8248663,0.3201612,0.35724968,0.15265031,0.35724995,0.152653,0.35724968,0.15265031,0.8409332,0.24949735,0.3862477,0.38624772,,,,,,,,
4.66,0.037072644,1.6356233,0.8377242,2.5630324,0.22520535,0.95385015,0.8250483,0.32010326,0.7920758,0.53786707,0.8248663,0.32016122,0.8248649,0.3201597,0.8248663,0.3201612,0.35724968,0.15265031,0.35724995,0.15265289,0.35724968,0.15265031,0.84093326,0.24949735,0.38631323,0.38631323,,,,,,,,
4.670000000000001,0.03983621,1.6354477,0.83720624,2.5600455,0.22451131,0.95378643,0.82528013,0.3204656,0.79185534,0.5379766,0.82486635,0.32016116,0.824865,0.32015976,0.8248663,0.32016125,0.35724968,0.15265031,0.35724995,0.15265281,0.35724968,0.15265031,0.8409332,0.24949735,0.3863976,0.3863976,,,,,,,,
4.680000000000001,0.0425625,1.6352043,0.8368109,2.5571465,0.22386923,0.95372146,0.8254798,0.32079357,0.7916504,0.5380569,0.82486635,0.32016122,0.8248651,0.32015982,0.82486635,0.32016122,0.35724968,0.15265033,0.35724992,0.15265267,0.35724968,0.15265028,0.8409332,0.24949735,0.3864925,0.38649246,,,,,,,,
4.69,0.045153692,1.6349473,0.83654,2.554491,0.22327717,0.95367855,0.8256502,0.32108998,0.7914542,0.5381101,0.82486635,0.32016116,0.82486516,0.3201599,0.82486635,0.3201612,0.35724968,0.1526503,0.35724992,0.15265252,0.35724968,0.15265028,0.8409332,0.24949735,0.386589,0.38658896,,,,,,,,
4.7,0.047535572,1.6347237,0.83638763,2.5521913,0.2227324,0.9536698,0.8258724,0.32134935,0.7913092,0.53813916,0.8248663,0.3201612,0.8248652,0.32016003,0.82486635,0.3201612,0.35724968,0.15265028,0.3572499,0.15265235,0.35724968,0.15265028,0.8409332,0.24949735,0.3866797,0.38667968,,,,,,,,
4.710000000000001,0.04966024,1.6345695,0.83634144,2.5503128,0.22223164,0.9536691,0.82613444,0.32151702,0.79117644,0.5381471,0.8248663,0.32016125,0.8248653,0.32016,0.82486635,0.3201612,0.35724968,0.15265028,0.3572499,0.15265225,0.35724968,0.15265028,0.8409332,0.24949735,0.38675976,0.38675976,,,,,,,,
4.720000000000001,0.05150442,1.6345074,0.8363841,2.5488791,0.22177131,0.9536655,0.8263369,0.32157624,0.79100883,0.5381336,0.8248663,0.3201612,0.82486534,0.32016,0.82486635,0.3201612,0.35724968,0.1526503,0.35724986,0.15265214,0.35724968,0.15265025,0.84093314,0.24949735,0.386827,0.38682702,,,,,,,,
4.73,0.053067774,1.6345466,0.8364961,2.5478761,0.22134769,0.95367193,0.8264388,0.32155204,0.7907698,0.5380977,0.8248663,0.32016125,0.8248654,0.32016006,0.82486635,0.32016122,0.35724968,0.15265031,0.35724986,0.15265206,0.35724968,0.15265028,0.84093314,0.24949735,0.38688153,0.38688156,,,,,,,,
4.74,0.05436839,1.6346852,0.8366569,2.5472593,0.22095715,0.95371234,0.8264444,0.32147658,0.79044914,0.53804,0.8248663,0.32016125,0.8248654,0.3201601,0.82486635,0.3201612,0.35724968,0.15265033,0.35724986,0.15265198,0.35724968,0.15265028,0.8409332,0.24949735,0.38692516,0.3869252,,,,,,,,
4.750000000000001,0.05543769,1.6349113,0.8368474,2.5469654,0.22059624,0.9538059,0.8263792,0.32137582,0.79005677,0.5379634,0.8248663,0.3201612,0.8248654,0.32016018,0.82486635,0.3201612,0.35724968,0.15265033,0.35724986,0.15265192,0.35724968,0.15265028,0.8409332,0.24949735,0.3869605,0.3869605,,,,,,,,
4.760000000000001,0.056315374,1.6352073,0.83705115,2.5469189,0.2202619,0.9539585,0.8262718,0.32126695,0.7896152,0.5378722,0.8248663,0.32016125,0.8248654,0.32016024,0.82486635,0.3201612,0.35724968,0.15265031,0.35724983,0.15265188,0.35724968,0.15265028,0.8409332,0.24949735,0.38699025,0.38699028,,,,,,,,
4.7700000000000005,0.057044387,1.6355522,0.8372552,2.5470428,0.21995145,0.9541627,0.8261455,0.32116032,0.78915155,0.5377713,0.8248663,0.3201612,0.82486546,0.32016024,0.8248663,0.32016122,0.35724968,0.15265033,0.35724983,0.15265177,0.35724968,0.15265028,0.84093314,0.24949735,0.38701686,0.3870169,,,,,,,,
4.78,0.05766659,1.6359245,0.83745027,2.5472662,0.21966262,0.9544022,0.8260162,0.32106134,0.788693,0.5376653,0.82486635,0.32016122,0.8248655,0.32016027,0.8248663,0.3201612,0.35724968,0.15265033,0.35724983,0.15265171,0.35724968,0.15265028,0.84093314,0.24949735,0.38704214,0.38704216,,,,,,,,
4.79,0.05821886,1.6363044,0.83763045,2.5475278,0.21939355,0.95465726,0.8258928,0.32097176,0.78826267,0.5375582,0.82486635,0.32016113,0.8248656,0.32016033,0.8248663,0.32016122,0.35724968,0.15265031,0.35724983,0.15265165,0.35724968,0.15265028,0.84093314,0.24949735,0.3870672,0.38706726,,,,,,,,
4.800000000000001,0.05873173,1.6366751,0.8377936,2.5477796,0.21914276,0.9549101,0.82577974,0.32089207,0.78787726,0.53745294,0.82486635,0.32016113,0.8248656,0.32016042,0.82486635,0.3201612,0.35724968,0.15265033,0.35724983,0.15265161,0.35724968,0.15265028,0.84093314,0.24949735,0.38709256,0.38709262,,,,,,,,
4.8100000000000005,0.059227407,1.6370245,0.83793914,2.5479891,0.21890907,0.955147,0.8256784,0.32082132,0.78754616,0.53735137,0.82486635,0.32016113,0.82486564,0.3201605,0.82486635,0.3201612,0.35724968,0.15265033,0.35724983,0.15265155,0.35724968,0.15265028,0.84093314,0.24949735,0.3871182,0.38711822,,,,,,,,
4.82,0.059720214,1.6373441,0.8380692,2.5481377,0.2186915,0.9553601,0.82558835,0.32075813,0.78727204,0.5372545,0.82486635,0.3201612,0.8248657,0.32016054,0.82486635,0.3201612,0.35724968,0.1526503,0.35724983,0.15265149,0.35724968,0.15265031,0.84093314,0.24949735,0.38714373,0.38714373,,,,,,,,
4.83,0.060217258,1.63763,0.83818674,2.5482192,0.21848926,0.9555463,0.8255085,0.32070088,0.78705156,0.53716254,0.8248663,0.32016116,0.82486576,0.32016063,0.8248663,0.32016122,0.35724968,0.15265031,0.35724983,0.15265144,0.35724968,0.15265031,0.840933,0.24949735,0.38716874,0.38716877,,,,,,,,
4.840000000000001,0.060719475,1.6378813,0.8382955,2.5482376,0.21830165,0.9557071,0.82543725,0.3206483,0.78687775,0.5370752,0.8248663,0.32016122,0.8248658,0.32016066,0.8248663,0.32016128,0.35724968,0.15265033,0.35724983,0.15265135,0.35724968,0.15265031,0.84093314,0.24949735,0.38719276,0.38719276,,,,,,,,
4.8500000000000005,0.061223317,1.6381006,0.83839875,2.5482042,0.21812803,0.9558461,0.82537323,0.3205991,0.78674203,0.5369922,0.8248663,0.32016125,0.8248658,0.3201607,0.8248663,0.32016125,0.35724968,0.15265033,0.3572498,0.15265127,0.35724968,0.15265031,0.840933,0.24949735,0.38721544,0.38721544,,,,,,,,
4.86,0.06172209,1.6382922,0.83849984,2.5481336,0.21796773,0.9559682,0.82531524,0.3205527,0.7866352,0.536913,,,,,,,,,,,,,0.84093314,0.24949735,0.38723648,0.38723648,,,,,,,,
4.87,0.062208023,1.6384616,0.8386006,2.5480433,0.2178201,0.9560781,0.82526237,0.3205085,0.78654927,0.5368372,,,,,,,,,,,,,0.8409332,0.24949735,0.38725576,0.3872558,,,,,,,,
4.880000000000001,0.062672965,1.638614,0.8387026,2.5479486,0.21768439,0.9561798,0.8252138,0.32046664,0.7864778,0.53676474,,,,,,,,,,,,,0.8409332,0.24949735,0.3872733,0.38727334,,,,,,,,
4.890000000000001,0.063109666,1.6387551,0.83880687,2.5478632,0.21755987,0.9562762,0.8251692,0.32042715,0.7864165,0.5366955,,,,,,,,,,,,,0.84093326,0.24949735,0.38728926,0.38728923,,,,,,,,
4.9,0.0635131,1.6388893,0.8389134,2.5477977,0.2174458,0.95636874,0.8251283,0.32039028,0.7863624,0.53662956,,,,,,,,,,,,,0.8409332,0.24949735,0.3873037,0.38730368,,,,,,,,
4.91,0.06387961,1.6390204,0.8390216,2.547759,0.21734141,0.9564581,0.825091,0.3203562,0.786314,0.53656715,,,,,,,,,,,,,0.8409332,0.24949735,0.38731688,0.38731685,,,,,,,,
4.920000000000001,0.06420771,1.6391509,0.8391301,2.5477493,0.21724589,0.956544,0.8250572,0.3203251,0.7862706,0.53650844,,,,,,,,,,,,,0.84093326,0.24949735,0.38732895,0.38732892,,,,,,,,
4.930000000000001,0.06449823,1.6392816,0.8392383,2.547769,0.21715853,0.9566259,0.8250269,0.3202971,0.78623223,0.53645355,,,,,,,,,,,,,0.8409332,0.24949735,0.38734004,0.38734004,,,,,,,,
4.94,0.06475314,1.6394134,0.8393443,2.5478148,0.21707858,0.956703,0.82500005,0.32027215,0.7861989,0.5364026,,,,,,,,,,,,,0.8409332,0.24949735,0.38735032,0.38735032,,,,,,,,
4.95,0.06497591,1.6395456,0.8394473,2.5478826,0.2170054,0.95677483,0.8249764,0.3202502,0.78617054,0.5363555,,,,,,,,,,,,,0.8409331,0.24949735,0.3873599,0.3873599,,,,,,,,
4.960000000000001,0.06517055,1.639677,0.83954585,2.547966,0.21693836,0.956841,0.8249558,0.32023093,0.78614724,0.5363123,,,,,,,,,,,,,0.84093314,0.24949735,0.3873688,0.38736883,,,,,,,,
4.970000000000001,0.065341435,1.6398067,0.8396395,2.548059,0.21687691,0.9569014,0.82493806,0.32021427,0.7861283,0.53627276,,,,,,,,,,,,,0.8409332,0.24949735,0.38737705,0.3873771,,,,,,,,
4.98,0.06549297,1.639933,0.8397273,2.5481555,0.21682057,0.95695597,0.82492286,0.32019976,0.78611326,0.5362367,,,,,,,,,,,,,0.8409332,0.24949735,0.3873847,0.38738477,,,,,,,,
4.99,0.06562917,1.6400547,0.8398092,2.5482512,0.21676889,0.9570051,0.8249099,0.3201874,0.7861015,0.5362039,,,,,,,,,,,,,0.84093314,0.24949735,0.38739184,0.3873919,,,,,,,,
5.000000000000001,0.06575344,1.6401705,0.83988535,2.5483418,0.21672149,0.9570493,0.824899,0.32017672,0.78609234,0.5361742,,,,,,,,,,,,,0.84093314,0.24949735,0.3873985,0.3873985,,,,,,,,
5.010000000000001,0.06586823,1.6402793,0.83995605,2.5484242,0.21667802,0.95708907,0.82488984,0.3201676,0.7860849,0.53614724,,,,,,,,,,,,,0.84093314,0.24949735,,,,,,,,,,
5.0200000000000005,0.06597583,1.6403809,0.8400213,2.5484974,0.2166382,0.95712495,0.82488215,0.3201598,0.7860786,0.5361228,,,,,,,,,,,,,0.84093314,0.24949735,,,,,,,,,,
5.03,0.066077374,1.6404749,0.84008145,2.5485604,0.21660177,0.9571574,0.8248758,0.32015327,0.78607315,0.5361007,,,,,,,,,,,,,0.8409332,0.24949735,,,,,,,,,,
5.04,0.066173665,1.6405616,0.84013724,2.5486133,0.21656847,0.95718676,0.82487047,0.3201477,0.786068,0.5360806,,,,,,,,,,,,,0.8409332,0.24949735,,,,,,,,,,
5.050000000000001,0.066265196,1.6406412,0.8401893,2.5486574,0.21653807,0.95721346,0.82486606,0.32014304,0.78606313,0.5360624,,,,,,,,,,,,,0.84093326,0.24949735,,,,,,,,,,
5.0600000000000005,0.0663519,1.6407143,0.8402381,2.5486944,0.21651039,0.9572378,0.8248624,0.32013923,0.78605837,0.5360459,,,,,,,,,,,,,0.8409332,0.24949735,,,,,,,,,,
5.07,0.06643352,1.6407813,0.84028393,2.5487258,0.21648522,0.9572601,0.82485944,0.32013604,0.7860536,0.53603095,,,,,,,,,,,,,0.84093314,0.24949735,,,,,,,,,,
5.08,0.06650969,1.6408432,0.8403267,2.5487528,0.21646237,0.95728046,0.824857,0.32013342,0.7860489,0.53601736,,,,,,,,,,,,,0.8409332,0.24949735,,,,,,,,,,
5.090000000000001,0.06658012,1.6409004,0.84036726,2.5487769,0.21644169,0.957299,0.824855,0.32013133,0.786044,0.53600496,,,,,,,,,,,,,0.84093314,0.24949735,,,,,,,,,,
5.1000000000000005,0.066644736,1.6409535,0.8404058,2.5487998,0.21642298,0.9573159,0.8248534,0.3201298,0.7860392,0.53599364,,,,,,,,,,,,,0.84093314,0.24949735,,,,,,,,,,
5.11,0.06670335,1.6410033,0.84044236,2.548822,0.21640608,0.9573315,0.8248521,0.32012862,0.7860342,0.53598326,,,,,,,,,,,,,0.84093314,0.24949735,,,,,,,,,,
5.12,0.06675613,1.6410499,0.84047675,2.548844,0.21639083,0.9573458,0.8248511,0.3201277,0.78602946,0.5359737,,,,,,,,,,,,,0.8409332,0.24949735,,,,,,,,,,
5.130000000000001,0.06680346,1.6410939,0.84050924,2.5488665,0.21637711,0.9573589,0.8248503,0.3201272,0.78602475,0.5359649,,,,,,,,,,,,,0.8409332,0.24949735,,,,,,,,,,
5.140000000000001,0.06684554,1.6411351,0.8405399,2.548889,0.21636476,0.957371,0.8248497,0.32012674,0.7860201,0.5359567,,,,,,,,,,,,,0.8409332,0.24949735,,,,,,,,,,
5.15,0.06688273,1.6411741,0.8405686,2.5489116,0.21635364,0.9573822,0.8248492,0.3201265,0.7860155,0.53594905,,,,,,,,,,,,,0.84093326,0.24949735,,,,,,,,,,
5.16,0.06691547,1.6412108,0.8405956,2.548934,0.21634366,0.9573927,0.8248488,0.3201264,0.78601104,0.53594184,,,,,,,,,,,,,0.8409332,0.24949735,,,,,,,,,,
5.170000000000001,0.06694449,1.6412454,0.8406209,2.548956,0.2163347,0.9574025,0.8248484,0.3201264,0.78600657,0.53593504,,,,,,,,,,,,,0.8409332,0.24949735,,,,,,,,,,
5.180000000000001,0.066970214,1.6412778,0.8406443,2.548977,0.21632667,0.95741177,0.8248482,0.32012656,0.78600234,0.5359286,,,,,,,,,,,,,0.84093326,0.24949735,,,,,,,,,,
5.19,0.066993006,1.6413081,0.8406661,2.548997,0.21631947,0.9574205,0.82484794,0.32012674,0.7859983,0.53592247,,,,,,,,,,,,,0.8409332,0.24949735,,,,,,,,,,
5.2,0.06701345,1.6413364,0.84068614,2.5490155,0.21631303,0.95742875,0.82484776,0.32012707,0.78599435,0.5359166,,,,,,,,,,,,,0.8409332,0.24949735,,,,,,,,,,
5.210000000000001,0.06703174,1.6413625,0.84070474,2.549033,0.21630728,0.9574366,0.8248476,0.32012737,0.7859905,0.53591096,,,,,,,,,,,,,0.84093326,0.24949735,,,,,,,,,,
5.220000000000001,0.06704813,1.6413867,0.84072185,2.5490482,0.21630216,0.9574442,0.82484746,0.32012767,0.7859868,0.53590554,,,,,,,,,,,,,0.84093326,0.24949735,,,,,,,,,,
5.23,0.06706305,1.6414089,0.8407379,2.549062,0.21629761,0.9574514,0.82484734,0.32012802,0.7859834,0.5359003,,,,,,,,,,,,,0.84093314,0.24949735,,,,,,,,,,
5.24,0.06707682,1.6414293,0.8407526,2.5490744,0.21629357,0.9574584,0.8248473,0.32012847,0.78598017,0.53589517,,,,,,,,,,,,,0.84093314,0.24949735,,,,,,,,,,
5.250000000000001,0.06708937,1.641448,0.8407663,2.5490854,0.21629001,0.9574651,0.8248472,0.32012895,0.7859771,0.5358902,,,,,,,,,,,,,0.8409332,0.24949735,,,,,,,,,,
5.260000000000001,0.067100756,1.6414652,0.8407789,2.5490952,0.21628688,0.9574716,0.82484716,0.32012942,0.78597426,0.5358854,,,,,,,,,,,,,0.84093326,0.24949735,,,,,,,,,,
5.2700000000000005,0.067111075,1.6414808,0.8407905,2.5491037,0.21628413,0.9574779,0.82484716,0.3201299,0.7859718,0.5358807,,,,,,,,,,,,,0.8409332,0.24949735,,,,,,,,,,
5.28,0.06712038,1.6414951,0.84080136,2.5491116,0.21628173,0.957484,0.8248472,0.32013044,0.78596944,0.5358761,,,,,,,,,,,,,0.84093314,0.24949735,,,,,,,,,,
5.29,0.067128785,1.6415082,0.8408111,2.5491185,0.21627964,0.95748985,0.8248473,0.32013103,0.78596723,0.5358716,,,,,,,,,,,,,0.8409332,0.24949735,,,,,,,,,,
5.300000000000001,0.06713616,1.6415201,0.84082043,2.549125,0.21627784,0.9574955,0.82484734,0.3201316,0.7859653,0.5358673,,,,,,,,,,,,,0.8409332,0.24949735,,,,,,,,,,
5.3100000000000005,0.06714275,1.6415312,0.84082913,2.549131,0.21627629,0.9575012,0.82484746,0.3201322,0.7859636,0.53586304,,,,,,,,,,,,,0.8409332,0.24949735,,,,,,,,,,
5.32,0.06714856,1.6415412,0.84083706,2.5491362,0.21627496,0.95750654,0.8248476,0.3201328,0.78596205,0.5358589,,,,,,,,,,,,,0.84093314,0.24949735,,,,,,,,,,
5.33,0.06715361,1.6415505,0.8408447,2.5491414,0.21627384,0.9575117,0.82484776,0.32013345,0.7859607,0.53585494,,,,,,,,,,,,,0.84093314,0.24949735,,,,,,,,,,
5.340000000000001,0.067157984,1.641559,0.8408516,2.5491464,0.2162729,0.95751673,0.82484794,0.32013395,0.78595954,0.535851,,,,,,,,,,,,,0.8409332,0.24949735,,,,,,,,,,
5.3500000000000005,0.06716154,1.6415669,0.8408579,2.5491512,0.21627213,0.9575216,0.8248482,0.3201345,0.78595847,0.5358472,,,,,,,,,,,,,0.84093314,0.24949735,,,,,,,,,,
5.36,0.067164466,1.641574,0.8408639,2.5491557,0.21627149,0.9575263,0.8248484,0.32013515,0.7859576,0.5358435,,,,,,,,,,,,,0.84093314,0.24949735,,,,,,,,,,
5.37,0.067166895,1.6415807,0.84086937,2.54916,0.21627098,0.95753086,0.8248487,0.3201357,0.7859568,0.5358399,,,,,,,,,,,,,0.84093314,0.24949735,,,,,,,,,,
5.380000000000001,0.06716903,1.6415869,0.8408744,2.549164,0.21627058,0.9575353,0.824849,0.3201364,0.785956,0.53583646,,,,,,,,,,,,,0.84093314,0.24949735,,,,,,,,,,
5.390000000000001,0.067170806,1.6415924,0.84087914,2.5491676,0.21627027,0.9575396,0.8248493,0.32013714,0.7859554,0.53583306,,,,,,,,,,,,,0.84093314,0.24949735,,,,,,,,,,
5.4,0.067172475,1.6415974,0.8408835,2.5491712,0.21627004,0.95754385,0.82484967,0.3201378,0.78595495,0.5358298,,,,,,,,,,,,,0.8409332,0.24949735,,,,,,,,,,
