Time (s),Fig3A(Mi9-On),Fig3A(Tm3-On),Fig3A(Mi1-On),Fig3A(Mi4-On),Fig3A(C3-On),Fig3A(Mi9-Off),Fig3A(Tm3-Off),Fig3A(Mi1-Off),Fig3A(Mi4-Off),Fig3A(C3-Off),Fig2A(Tm3-On-1),Fig2A(Mi1-On-1),Fig2A(Tm3-On-2),Fig2A(Mi1-On-2),Fig2A(Tm3-On-3),Fig2A(Mi1-On-3),Fig2B(Tm1-Off-1),Fig2B(Tm2-Off-1),Fig2B(Tm1-Off-2),Fig2B(Tm2-Off-2),Fig2B(Tm1-Off-3),Fig2B(Tm2-Off-3),Fig4b(Mi1-on),Fig4b(Tm1-on),Fig3c(Tm9-Off)Direct,Fig3c(Tm9-Off)Invert,Fig3b(Mi1-on),Fig4b(Tm1-off),Fig4b(Tm2-off),Fig4b(Tm3-off) ,FigS6(T2-flash),FigS5(T3-flash),Fig4a(T2-both),Fig4a(T3-both)
2.13,0.9576443,0.8248663,0.32016122,0.7859505,0.53575283,0.06717147,1.6416497,0.84093416,2.54922,0.2162758,0.7913249,0.28845358,0.5392856,0.103951834,0.80572677,0.30017048,0.3615572,0.16757208,0.41223043,0.32931614,0.3612754,0.1673739,0.840933,0.24949741,-0.12632887,-0.12632902,,,,,5.4980965,0.5917075,3.482887,0.3423617
2.14,0.9576442,0.8248663,0.32016128,0.78595054,0.53575283,0.067171544,1.6416497,0.840934,2.5492203,0.2162758,0.7941589,0.29110074,0.5707814,0.12544562,0.8078429,0.30222344,0.36121258,0.16621758,0.41003314,0.31878203,0.36093366,0.16630946,0.8409331,0.24949741,-0.11921316,-0.119213335,,,,,5.4981375,0.5917148,3.486551,0.34264058
2.15,0.95764416,0.82486635,0.3201612,0.7859505,0.53575283,0.06717165,1.6416497,0.840934,2.5492203,0.2162758,0.79684716,0.29360312,0.5980984,0.14312494,0.80980146,0.3041125,0.36088175,0.16503221,0.4067003,0.30493206,0.36061117,0.16534957,0.8409331,0.24949741,-0.11266564,-0.11266579,,,,,5.4981747,0.5917215,3.490078,0.34286815
2.16,0.95764416,0.82486635,0.32016116,0.78595054,0.53575283,0.06717166,1.6416497,0.8409341,2.5492203,0.2162758,0.7993941,0.29596162,0.6211466,0.15805402,0.8116064,0.30584577,0.3605665,0.16400637,0.40254566,0.28964362,0.36030695,0.16449009,0.840933,0.24949741,-0.10674138,-0.10674153,,,,,5.4982104,0.5917276,3.493475,0.3430555
2.17,0.9576442,0.82486635,0.32016116,0.7859506,0.53575283,0.06717171,1.6416497,0.8409341,2.54922,0.2162758,0.8018041,0.29816723,0.64057887,0.1709251,0.8132643,0.30743334,0.36026755,0.16312827,0.39802396,0.27450052,0.36002043,0.16372892,0.84093297,0.24949741,-0.101405635,-0.101405695,,,,,5.498242,0.5917333,3.496747,0.3432124
2.18,0.95764416,0.82486635,0.3201611,0.78595066,0.53575283,0.06717169,1.6416497,0.8409341,2.5492203,0.2162758,0.8040739,0.30021483,0.6571268,0.69495434,0.81478375,0.30888614,0.35998508,0.16238558,0.39352348,0.26064268,0.35975158,0.16306406,0.84093297,0.24949741,-0.096634254,-0.09663431,,,,,5.498271,0.59173846,3.499896,0.34334666
2.19,0.95764416,0.82486635,0.32016116,0.7859507,0.53575283,0.06717171,1.6416497,0.8409341,2.54922,0.2162758,0.8061982,0.30210418,0.990118,1.1962845,0.8161744,0.31021467,0.35971934,0.16176607,0.40182722,0.22503144,0.3595009,0.16249171,0.840933,0.24949741,-0.09244,-0.09244,,,,,5.4982977,0.59174323,3.502924,0.34346443
2.2,0.95764416,0.82486635,0.3201612,0.7859507,0.53575283,0.06717174,1.6416498,0.84093416,2.5492203,0.2162758,0.8081735,0.3038405,1.452768,1.527216,0.81744564,0.31142884,0.35947075,0.16125698,0.39767435,0.09869,0.35926893,0.16200587,0.840933,0.2494974,-0.08881529,-0.08881526,,,,,5.4983225,0.5917476,3.5058308,0.3435701
2.21,0.95764416,0.82486635,0.32016113,0.78595066,0.53575283,0.06717172,1.6416498,0.8409341,2.5492203,0.2162758,0.80999994,0.3054321,1.8965228,1.6745073,0.8186063,0.31253788,0.35923997,0.16084528,0.365489,-0.1332919,0.35905606,0.16159801,0.8409331,0.2494974,-0.08570485,-0.08570488,,,,,5.498344,0.5917515,3.5086153,0.3436666
2.22,0.95764416,0.82486635,0.3201612,0.7859506,0.53575283,0.06717174,1.6416498,0.8409341,2.5492203,0.2162758,0.81168145,0.30688912,2.2463362,1.6739174,0.81966424,0.31355044,0.35902748,0.16051751,0.30671856,-0.41123566,0.35886222,0.16125791,0.8409331,0.2494974,-0.08303321,-0.08303327,,,,,5.4983644,0.5917552,3.511276,0.34375575
2.23,0.95764416,0.82486635,0.32016122,0.7859506,0.53575283,0.06717169,1.6416498,0.8409341,2.5492203,0.2162758,0.81322443,0.30822235,2.4464219,1.5663522,0.82062536,0.3144746,0.3588335,0.16026004,0.269113,-0.6755195,0.35868585,0.16096784,0.840933,0.2494974,-0.08071709,-0.080717176,,,,,5.4983826,0.59175855,3.5138104,0.3438384
2.24,0.9576442,0.82486635,0.32016113,0.7859506,0.53575283,0.06717174,1.6416498,0.84093416,2.5492203,0.2162758,0.81463695,0.30944267,2.4920487,1.4080545,0.821491,0.31531823,0.35865778,0.1600594,0.2464482,-0.8799452,0.35852385,0.16069825,0.840933,0.2494974,-0.07867329,-0.07867332,,,,,5.4983997,0.5917616,3.5162177,0.343915
2.25,0.9576442,0.82486635,0.3201612,0.78595054,0.53575283,0.06717168,1.6416498,0.8409341,2.5492203,0.2162758,0.8159277,0.31056044,2.421614,1.2511984,0.8222602,0.31608656,0.35849968,0.15990303,0.23368092,-0.99054176,0.35837337,0.16042261,0.84093297,0.2494974,-0.076825276,-0.076825306,,,,,5.4984145,0.59176433,3.5184963,0.34398553
2.26,0.95764416,0.82486635,0.32016122,0.78595054,0.53575283,0.06717172,1.6416498,0.84093404,2.5492203,0.2162758,0.81710553,0.3115853,2.2890747,1.1238742,0.822929,0.31678125,0.35835817,0.15977995,0.2284714,-1.006822,0.35823083,0.16010964,0.840933,0.2494974,-0.07510758,-0.07510761,,,,,5.498429,0.59176683,3.5206459,0.3440498
2.27,0.95764416,0.82486635,0.32016116,0.7859506,0.53575283,0.06717174,1.6416498,0.8409341,2.5492203,0.2162758,0.8181793,0.31252667,2.1413436,1.0362889,0.8234985,0.31740785,0.35822862,0.15965584,0.22889285,-0.949144,0.35809505,0.15974024,0.8409331,0.2494974,-0.07346896,-0.07346893,,,,,5.4984417,0.5917691,3.5226655,0.3441075
2.28,0.95764416,0.82486635,0.32016116,0.78595054,0.53575283,0.06717174,1.6416498,0.8409341,2.5492203,0.2162758,0.81915754,0.3133927,2.010588,0.98681414,0.8239749,0.31797504,0.35810563,0.15948598,0.23292124,-0.8465947,0.35796648,0.1593141,0.8409331,0.2494974,-0.071870476,-0.071870446,,,,,5.4984527,0.5917712,3.524558,0.3441582
2.29,0.95764416,0.82486635,0.32016113,0.7859506,0.53575283,0.06717187,1.6416498,0.840934,2.5492206,0.2162758,0.82004815,0.314191,1.9133716,0.96670985,0.82436955,0.31849217,0.35798684,0.15924488,0.23860238,-0.72801864,0.35784668,0.15884654,0.8409331,0.2494974,-0.07028283,-0.0702828,,,,,5.4984627,0.59177315,3.526324,0.34420156
2.3,0.95764416,0.82486635,0.3201612,0.7859506,0.53575283,0.067171946,1.6416498,0.84093404,2.5492203,0.2162758,0.8208498,0.31492376,1.8529437,0.96377015,0.82469684,0.31896788,0.3578721,0.15892665,0.24432364,-0.617648,0.3577376,0.15835966,0.840933,0.2494974,-0.0686876,-0.06868751,,,,,5.498472,0.5917749,3.527967,0.34423757
2.31,0.9576442,0.82486635,0.32016116,0.78595054,0.53575283,0.0671719,1.6416498,0.8409341,2.5492203,0.2162758,0.821557,0.31559187,1.8228031,0.9679975,0.82497174,0.31940815,0.3577628,0.15854508,0.24902628,-0.52868277,0.3576411,0.15787569,0.840933,0.2494974,-0.06707582,-0.06707579,,,,,5.4984803,0.59177643,3.5294902,0.3442663
2.32,0.9576442,0.82486635,0.32016122,0.78595054,0.53575283,0.06717183,1.6416498,0.8409341,2.5492203,0.2162758,0.8221679,0.31620067,1.8125746,0.9726552,0.82520705,0.3198169,0.35766137,0.15812406,0.2522393,-0.4650025,0.35755828,0.15741293,0.84093314,0.2494974,-0.06544763,-0.06544766,,,,,5.4984875,0.5917779,3.5308983,0.34428838
2.33,0.9576442,0.82486635,0.32016122,0.7859506,0.53575283,0.0671718,1.6416498,0.8409341,2.5492203,0.2162758,0.82268685,0.31675845,1.8121434,0.97400147,0.8254124,0.32019547,0.35757023,0.1576894,0.25394896,-0.4246145,0.35748923,0.15698305,0.8409331,0.2494974,-0.06381113,-0.0638111,,,,,5.4984937,0.5917791,3.5321958,0.34430417
2.34,0.9576442,0.82486635,0.32016125,0.78595054,0.53575283,0.0671718,1.6416498,0.84093404,2.5492203,0.2162758,0.82312465,0.31727442,1.8137442,0.97077143,0.82559353,0.3205388,0.35749125,0.15726373,0.2544236,-0.40253943,0.3574329,0.15658167,0.84093314,0.2494974,-0.062179532,-0.062179472,,,,,5.4985,0.5917802,3.5333886,0.3443146
2.35,0.9576443,0.82486635,0.32016116,0.7859506,0.53575283,0.06717177,1.6416498,0.84093404,2.5492203,0.2162758,0.8234959,0.31775647,1.8126421,0.96253526,0.82575214,0.32084885,0.35742527,0.15686357,0.2540567,-0.3934982,0.35738498,0.15621443,0.8409331,0.2494974,-0.06056957,-0.06056966,,,,,5.498504,0.5917812,3.5344822,0.34432036
2.36,0.9576442,0.82486635,0.3201612,0.78595066,0.53575283,0.0671718,1.6416498,0.84093404,2.5492203,0.2162758,0.82381606,0.3182102,1.8063183,0.95039225,0.82588834,0.32112822,0.35737193,0.15649442,0.25324562,-0.39141163,0.35734195,0.15588662,0.8409331,0.2494974,-0.05899642,-0.05899648,,,,,5.4985085,0.59178203,3.5354838,0.34432214
2.37,0.95764416,0.82486635,0.32016116,0.7859506,0.53575283,0.06717184,1.6416498,0.8409341,2.5492203,0.2162758,0.8240983,0.31863865,1.7943969,0.93615264,0.82600385,0.32137668,0.3573289,0.15615426,0.25232348,-0.39124462,0.35730377,0.15560184,0.840933,0.2494974,-0.05747228,-0.05747231,,,,,5.498513,0.5917828,3.5363982,0.34432083
2.38,0.9576442,0.82486635,0.32016113,0.78595066,0.53575283,0.06717183,1.6416498,0.8409341,2.5492203,0.2162758,0.8243521,0.31904203,1.7780488,0.92165786,0.8260953,0.32156497,0.35729116,0.15585177,0.2515274,-0.3896493,0.35726857,0.15532222,0.8409331,0.24949738,-0.055968612,-0.055968642,,,,,5.498516,0.5917835,3.5372326,0.34431702
2.39,0.95764416,0.82486635,0.3201612,0.7859506,0.53575283,0.0671718,1.6416497,0.8409341,2.5492203,0.2162758,0.82458293,0.31941602,1.7592442,0.9083632,0.8262229,0.3216826,0.35725793,0.15559074,0.2509886,-0.3849967,0.35723326,0.1550297,0.8409331,0.24949738,-0.054349326,-0.054349326,,,,,5.4985185,0.59178424,3.5379927,0.34431162
2.4,0.9576442,0.82486635,0.32016122,0.78595066,0.53575283,0.0671718,1.6416497,0.84093404,2.5492203,0.2162758,0.8247915,0.31975967,1.7400469,0.89711124,0.82634395,0.32171878,0.3572299,0.15537025,0.2507441,-0.3770865,0.35719466,0.15470305,0.8409331,0.24949738,-0.05262775,-0.05262769,,,,,5.498522,0.59178483,3.5386837,0.34430528
2.41,0.95764416,0.82486635,0.32016116,0.7859506,0.53575283,0.06717172,1.6416497,0.840934,2.5492203,0.2162758,0.8249779,0.32007432,1.722093,0.8881331,0.82640034,0.32168132,0.35720772,0.15519185,0.25076094,-0.36666855,0.35715288,0.15435065,0.8409331,0.24949738,-0.050901245,-0.050901186,,,,,5.498524,0.5917853,3.5393112,0.34429854
2.42,0.9576442,0.82486635,0.32016122,0.7859506,0.53575283,0.06717169,1.6416497,0.84093404,2.5492203,0.2162758,0.82514346,0.32035962,1.7063853,0.8811897,0.82638025,0.32159552,0.35718605,0.15498865,0.25096634,-0.3549295,0.35711125,0.15400253,0.8409332,0.24949738,-0.04923307,-0.049233012,,,,,5.4985256,0.5917858,3.5398798,0.344292
2.43,0.95764416,0.82486635,0.32016116,0.7859506,0.53575283,0.06717166,1.6416497,0.84093404,2.5492203,0.2162758,0.82528895,0.3206143,1.6932484,0.875941,0.8262992,0.32148588,0.3571589,0.15472151,0.25127617,-0.34301466,0.35707474,0.15368807,0.84093326,0.24949738,-0.047654964,-0.047654875,,,,,5.4985275,0.5917862,3.5403948,0.34428614
2.44,0.9576442,0.82486635,0.32016113,0.7859506,0.53575283,0.06717168,1.6416498,0.84093404,2.5492203,0.2162758,0.8255044,0.32083693,1.6825883,0.87197936,0.82618093,0.3213697,0.35712495,0.15441059,0.25162032,-0.33181375,0.3570479,0.15342702,0.8409332,0.24949738,-0.04617998,-0.04617983,,,,,5.4985294,0.59178656,3.5408597,0.34428132
2.45,0.9576442,0.82486635,0.32016113,0.78595054,0.53575283,0.06717165,1.6416498,0.84093404,2.5492203,0.2162758,0.82574385,0.32097188,1.67406,0.35613078,0.826047,0.32125717,0.35708794,0.15409318,0.25195014,-0.32188895,0.35703337,0.15322728,0.84093326,0.24949738,-0.04481195,-0.04481192,,,,,5.498531,0.59178686,3.5412793,0.34427774
2.46,0.95764416,0.82486635,0.3201612,0.78595066,0.53575283,0.06717162,1.6416498,0.8409341,2.5492203,0.2162758,0.8259177,0.32100853,1.3484824,-0.13559517,0.8259126,0.32115367,0.35705405,0.15380313,0.23971985,-0.28767776,0.35703152,0.1530864,0.8409332,0.24949738,-0.04355051,-0.04355048,,,,,5.498532,0.5917871,3.541656,0.34427553
2.47,0.95764416,0.82486635,0.32016116,0.7859506,0.53575283,0.0671716,1.6416497,0.8409341,2.5492203,0.2162758,0.82599264,0.32097322,0.93452,-0.44657594,0.82578653,0.32106078,0.357029,0.15356289,0.23168664,-0.16128546,0.35704067,0.15299457,0.8409332,0.24949738,-0.042392913,-0.042392913,,,,,5.498533,0.5917873,3.5419948,0.34427488
2.48,0.95764416,0.82486635,0.3201612,0.7859506,0.53575283,0.06717166,1.6416497,0.8409341,2.5492203,0.2162758,0.8259776,0.3208972,0.68420213,-0.6151681,0.82567286,0.32097843,0.35701615,0.15338203,0.24170314,0.012663066,0.357058,0.15293843,0.8409332,0.24949738,-0.041334257,-0.041334257,,,,,5.4985332,0.5917875,3.542298,0.34427574
2.49,0.9576442,0.82486635,0.32016116,0.7859506,0.53575283,0.06717163,1.6416497,0.84093404,2.5492203,0.2162758,0.82589996,0.32080448,0.53988934,-0.701609,0.82557255,0.32090563,0.35701624,0.15325879,0.2677534,0.18524197,0.35708013,0.15290406,0.84093314,0.24949738,-0.040367518,-0.040367518,,,,,5.498533,0.59178764,3.5425692,0.3442781
2.5,0.9576442,0.82486635,0.32016113,0.78595066,0.53575283,0.06717163,1.6416497,0.8409341,2.5492203,0.2162758,0.8257884,0.32071042,0.47436342,-0.7272314,0.8254847,0.32084057,0.3570277,0.1531832,0.31530896,0.35392797,0.35710406,0.15287958,0.8409332,0.24949738,-0.039484393,-0.039484393,,,,,5.4985323,0.5917879,3.5428104,0.3442819
2.51,0.9576442,0.82486635,0.32016113,0.7859506,0.53575283,0.06717156,1.6416497,0.84093416,2.5492203,0.2162758,0.82566524,0.3206231,0.443281,-0.71325046,0.82540774,0.3207816,0.35704753,0.15314135,0.36336395,0.46057057,0.35712728,0.15285665,0.84093314,0.24949738,-0.038675558,-0.0386755,,,,,5.4985323,0.59178805,3.5430245,0.34428695
2.52,0.9576442,0.82486635,0.3201612,0.7859506,0.53575283,0.0671716,1.6416497,0.8409341,2.5492206,0.2162758,0.8255448,0.32054624,0.4277705,-0.66332674,0.8253399,0.3207272,0.35707223,0.15311864,0.38880718,0.49673963,0.3571482,0.15283059,0.84093314,0.24949738,-0.037932105,-0.037932165,,,,,5.498533,0.5917881,3.5432143,0.34429315
2.53,0.95764416,0.82486635,0.32016113,0.78595066,0.53575283,0.06717162,1.6416497,0.8409341,2.5492203,0.2162758,0.8254346,0.32048094,0.42042542,-0.59102964,0.8252794,0.32067624,0.35709858,0.1531027,0.39815047,0.47727278,0.35716593,0.15280001,0.8409331,0.24949738,-0.037246026,-0.037246056,,,,,5.4985323,0.5917882,3.543381,0.34430033
2.54,0.95764416,0.82486635,0.3201612,0.78595066,0.53575283,0.06717165,1.6416498,0.8409341,2.5492203,0.2162758,0.82533777,0.3204262,0.4189905,-0.510955,0.82522494,0.32062778,0.35712397,0.15308495,0.40277043,0.42866927,0.35718033,0.15276624,0.84093297,0.24949738,-0.0366103,-0.03661033,,,,,5.498532,0.5917883,3.543527,0.3443083
2.55,0.95764416,0.82486635,0.32016116,0.7859506,0.53575283,0.06717163,1.6416498,0.8409341,2.54922,0.2162758,0.8252543,0.3203804,0.42305383,-0.42887843,0.82517534,0.3205814,0.35714665,0.15306088,0.4058032,0.3894517,0.35719168,0.15273169,0.8409329,0.24949738,-0.036019012,-0.03601913,,,,,5.498532,0.59178835,3.5436547,0.3443169
2.56,0.95764416,0.82486635,0.32016122,0.7859506,0.53575283,0.06717159,1.6416498,0.84093404,2.5492203,0.2162758,0.8251831,0.32034186,0.43020484,-0.35009435,0.8251299,0.32053703,0.35716575,0.15302955,0.40975222,0.3671485,0.3572006,0.15269932,0.84093297,0.24949737,-0.035467405,-0.035467494,,,,,5.4985313,0.59178835,3.5437648,0.34432605
2.57,0.95764416,0.82486635,0.32016116,0.78595066,0.53575283,0.06717162,1.6416498,0.8409339,2.54922,0.2162758,0.82512224,0.32030854,0.43791005,-0.27808282,0.82508814,0.32049474,0.3571812,0.15299256,0.41510954,0.35810944,0.35720772,0.15267177,0.84093297,0.24949737,-0.034952108,-0.034952108,,,,,5.4985313,0.5917884,3.54386,0.3443356
2.58,0.9576442,0.82486635,0.32016113,0.7859506,0.53575283,0.06717162,1.6416498,0.840934,2.5492203,0.2162758,0.82506984,0.32027885,0.4446014,-0.2163137,0.8250497,0.32045466,0.3571933,0.15295309,0.4212047,0.35163552,0.35721368,0.15265091,0.8409329,0.24949737,-0.034471177,-0.034471177,,,,,5.498531,0.59178835,3.5439413,0.34434536
2.59,0.95764416,0.82486635,0.32016113,0.78595054,0.53575283,0.06717159,1.6416498,0.840934,2.5492203,0.2162758,0.82502407,0.3202514,0.44992024,-0.16271077,0.8250146,0.3204171,0.3572027,0.1529146,0.4250718,0.34510568,0.357219,0.15263759,0.84093285,0.24949737,-0.034023624,-0.034023684,,,,,5.498531,0.5917884,3.5440097,0.34435531
2.6,0.95764416,0.82486635,0.3201612,0.7859506,0.53575283,0.06717162,1.6416498,0.8409341,2.54922,0.2162758,0.82498354,0.32022542,0.4540563,-0.113796875,0.82498276,0.32038227,0.35721016,0.15288022,0.42523926,0.34066325,0.357224,0.15263182,0.84093285,0.24949737,-0.03360957,-0.03360963,,,,,5.4985304,0.59178835,3.544067,0.34436533
2.61,0.95764416,0.82486635,0.32016122,0.78595054,0.53575283,0.0671716,1.6416497,0.84093404,2.5492203,0.2162758,0.82494706,0.32020044,0.4572565,-0.068985745,0.82495415,0.32035035,0.35721636,0.15285209,0.42314392,0.33695695,0.35722882,0.15263283,0.84093285,0.24949737,-0.03322922,-0.03322916,,,,,5.4985304,0.5917884,3.5441144,0.3443753
2.62,0.95764416,0.82486635,0.3201612,0.7859505,0.53575283,0.06717165,1.6416497,0.8409341,2.54922,0.2162758,0.8249139,0.32017657,0.45985678,-0.027779292,0.82492876,0.32032138,0.35722184,0.15283136,0.42016074,0.33402774,0.35723355,0.15263948,0.8409328,0.24949737,-0.03288288,-0.03288282,,,,,5.49853,0.5917884,3.5441525,0.34438518
2.63,0.9576442,0.82486635,0.32016116,0.78595054,0.53575283,0.06717157,1.6416497,0.8409341,2.5492203,0.2162758,0.82488364,0.32015368,0.4621256,0.01047406,0.82490647,0.3202953,0.35722697,0.15281819,0.4171762,0.33258006,0.35723814,0.1526503,0.8409329,0.24949737,-0.032570515,-0.032570515,,,,,5.4985294,0.59178835,3.5441825,0.3443949
2.64,0.9576442,0.82486635,0.32016122,0.7859506,0.53575283,0.06717157,1.6416497,0.84093416,2.54922,0.2162758,0.82485604,0.32013223,0.47645408,0.04625344,0.8248871,0.32027194,0.35723197,0.15281183,0.41488367,0.33299613,0.3572425,0.15266392,0.840933,0.24949735,-0.032292604,-0.032292604,,,,,5.4985285,0.5917883,3.5442057,0.34440443
2.65,0.9576442,0.82486635,0.32016113,0.78595066,0.53575283,0.06717147,1.6416498,0.8409341,2.5492203,0.2162758,0.824831,0.3201125,0.5058997,0.07839532,0.8248705,0.32025114,0.35723686,0.15281114,0.41360462,0.33254352,0.35724652,0.15267901,0.8409331,0.24949735,-0.032055605,-0.032055605,,,,,5.4985275,0.5917883,3.544222,0.34441382
2.66,0.9576442,0.82486635,0.32016116,0.78595066,0.53575283,0.06717157,1.6416498,0.84093404,2.5492203,0.2162758,0.8248086,0.32009447,0.5392951,0.104723975,0.82485646,0.32023278,0.3572416,0.15281469,0.41224456,0.3268021,0.35725012,0.15269457,0.84093314,0.24949735,-0.031857662,-0.031857662,,,,,5.498527,0.5917883,3.5442338,0.3444229
2.67,0.9576442,0.82486635,0.32016113,0.78595066,0.53575283,0.06717163,1.6416498,0.84093404,2.5492203,0.2162758,0.8247888,0.32007858,0.57062185,0.12593627,0.8248447,0.32021645,0.35724613,0.1528211,0.40994325,0.31606692,0.35725325,0.15270996,0.8409332,0.24949735,-0.031691752,-0.031691782,,,,,5.4985266,0.5917881,3.5442402,0.34443173
2.68,0.95764416,0.82486635,0.3201612,0.78595066,0.53575283,0.06717159,1.6416498,0.84093404,2.5492203,0.2162758,0.8247716,0.32006487,0.59775424,0.1434021,0.824835,0.3202021,0.35725033,0.15282905,0.406518,0.30220515,0.3572559,0.15272456,0.8409332,0.24949735,-0.031550765,-0.031550765,,,,,5.498526,0.591788,3.544243,0.34444037
2.69,0.95764416,0.82486635,0.32016116,0.7859507,0.53575283,0.067171544,1.6416498,0.84093404,2.5492203,0.2162758,0.824757,0.32005334,0.62064815,0.15817752,0.824827,0.32018948,0.3572541,0.1528375,0.402299,0.28708434,0.35725805,0.15273811,0.8409332,0.24949735,-0.031428337,-0.031428397,,,,,5.4985256,0.59178805,3.5442421,0.34444883
2.7,0.95764416,0.82486635,0.32016113,0.78595066,0.53575283,0.067171544,1.6416498,0.840934,2.5492203,0.2162758,0.8247448,0.32004377,0.6399725,0.17093837,0.8248206,0.32017827,0.35725737,0.15284584,0.39774963,0.2722462,0.35725978,0.15275049,0.8409332,0.24949735,-0.03132049,-0.03132058,,,,,5.498525,0.5917881,3.5442386,0.34445703
2.71,0.95764416,0.82486635,0.3201612,0.7859506,0.53575283,0.06717157,1.6416498,0.840934,2.5492203,0.2162758,0.82473505,0.3200361,0.6564562,0.18211944,0.8248155,0.32016855,0.3572601,0.15285358,0.3932567,0.25877875,0.3572611,0.15276162,0.84093314,0.24949735,-0.031224506,-0.031224655,,,,,5.498524,0.5917881,,
2.72,0.9576442,0.82486635,0.32016122,0.78595066,0.53575283,0.06717163,1.6416498,0.840934,2.5492203,0.2162758,0.8247273,0.32003006,0.6707001,0.19206575,0.8248115,0.3201601,0.35726237,0.15286045,0.3890609,0.24741921,0.35726207,0.15277158,0.84093314,0.24949735,-0.031138772,-0.031138862,,,,,5.4985237,0.591788,,
2.73,0.9576442,0.82486635,0.32016116,0.78595066,0.53575283,0.06717162,1.6416498,0.84093404,2.5492203,0.2162758,0.82472146,0.32002544,0.68318015,0.20104225,0.82480854,0.3201527,0.35726416,0.15286633,0.38530916,0.23847915,0.3572628,0.1527804,0.84093314,0.24949735,-0.031062393,-0.031062452,,,,,5.498523,0.59178793,,
2.74,0.9576442,0.82486635,0.32016122,0.7859507,0.53575283,0.06717162,1.6416497,0.8409341,2.5492206,0.2162758,0.8247173,0.32002214,0.6943179,0.20924655,0.82480633,0.32014623,0.35726553,0.1528713,0.38207656,0.2318746,0.35726327,0.15278807,0.8409332,0.24949735,-0.030994648,-0.030994678,,,,,5.498523,0.59178793,,
2.75,0.9576442,0.82486635,0.32016116,0.7859507,0.53575283,0.0671716,1.6416497,0.8409341,2.5492203,0.2162758,0.82471454,0.3200198,0.70528144,0.21668248,0.82480484,0.32014063,0.35726658,0.15287538,0.3793534,0.22702253,0.35726357,0.1527947,0.8409332,0.24949735,-0.030935122,-0.030935181,,,,,5.498523,0.5917879,,
2.76,0.9576442,0.82486635,0.32016122,0.78595066,0.53575283,0.06717162,1.6416497,0.84093416,2.5492203,0.2162758,0.824713,0.32001838,0.7153659,0.22302891,0.82480395,0.32013595,0.35726732,0.15287857,0.37703788,0.22275503,0.35726374,0.15280026,0.8409332,0.24949735,-0.030883126,-0.030883215,,,,,5.4985228,0.59178793,,
2.77,0.9576442,0.82486635,0.32016116,0.7859507,0.53575283,0.06717166,1.6416498,0.84093416,2.5492203,0.2162758,0.8247125,0.32001796,0.7240901,0.22844347,0.8248036,0.32013196,0.35726786,0.15288094,0.3750198,0.21855031,0.35726377,0.15280479,0.84093326,0.24949735,-0.030838242,-0.030838301,,,,,5.4985228,0.59178793,,
2.78,0.95764416,0.82486635,0.32016122,0.7859507,0.53575283,0.06717163,1.6416498,0.84093416,2.5492203,0.2162758,0.8247129,0.32001814,0.7313936,0.23324929,0.82480365,0.32012856,0.35726818,0.15288259,0.3732365,0.21427877,0.3572637,0.1528083,0.8409332,0.24949735,-0.030799692,-0.030799692,,,,,5.4985223,0.5917879,,
2.79,0.95764416,0.82486635,0.32016113,0.78595066,0.53575283,0.06717169,1.6416498,0.8409341,2.54922,0.2162758,0.824714,0.32001898,0.73751867,0.23774615,0.824804,0.3201257,0.35726833,0.15288346,0.3716867,0.20999734,0.3572636,0.15281084,0.84093326,0.24949735,-0.03076682,-0.030766731,,,,,5.498522,0.5917878,,
2.8,0.95764416,0.82486635,0.32016113,0.7859506,0.53575283,0.06717168,1.6416498,0.8409341,2.54922,0.2162758,0.82471573,0.3200203,0.74282354,0.24213499,0.82480466,0.32012329,0.35726836,0.15288353,0.37035474,0.20581801,0.3572634,0.15281239,0.8409332,0.24949735,-0.03073867,-0.03073867,,,,,5.4985213,0.59178776,,
2.81,0.95764416,0.82486635,0.3201611,0.78595066,0.53575283,0.06717165,1.6416498,0.84093416,2.54922,0.2162758,0.824718,0.32002205,0.7476403,0.2465067,0.82480556,0.32012138,0.3572683,0.1528829,0.36922294,0.20183398,0.35726312,0.152813,0.8409332,0.24949735,-0.030714884,-0.030714884,,,,,5.4985204,0.59178776,,
2.82,0.95764416,0.82486635,0.32016116,0.7859506,0.53575283,0.06717174,1.6416498,0.8409341,2.5492203,0.2162758,0.8247206,0.32002428,0.7522036,0.2508747,0.82480663,0.32011983,0.35726815,0.15288147,0.36826846,0.1980947,0.3572628,0.15281276,0.8409332,0.24949735,-0.030694684,-0.030694684,,,,,5.4985204,0.5917877,,
2.83,0.9576441,0.82486635,0.32016116,0.78595066,0.53575283,0.06717168,1.6416498,0.8409341,2.5492203,0.2162758,0.8247236,0.3200267,0.7566414,0.25521088,0.8248079,0.32011867,0.35726792,0.15287931,0.36746246,0.19460794,0.35726246,0.15281175,0.8409332,0.24949735,-0.03067765,-0.03067762,,,,,5.4985204,0.5917877,,
2.84,0.95764416,0.82486635,0.32016122,0.7859506,0.53575283,0.06717163,1.6416498,0.8409341,2.5492203,0.2162758,0.8247269,0.32002938,0.7609997,0.25947404,0.8248092,0.32011777,0.35726762,0.1528765,0.36677247,0.19135396,0.35726207,0.15281005,0.84093326,0.24949735,-0.030663425,-0.030663365,,,,,5.243391,0.3442113,,
